location_lat,location_lng,business_name,full_address,business_kind,signs
31.225198,34.8130139166667,א דהן,עמיעז 17,מפעל לייצור אחר שאינו מזון,"[{""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917862.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917808.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917803.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917804.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917807.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917809.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917811.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917813.jpg""}, {""contents"": ""מטבח בחצר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917805.jpg""}, {""contents"": ""מטבח בחצר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917806.jpg""}, {""contents"": ""מטבח בחצר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917810.jpg""}, {""contents"": ""מטבח בחצר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917812.jpg""}, {""contents"": ""מטבח בחצר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917814.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916242.jpg""}, {""contents"": ""א דהן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916244.jpg""}]"
31.250315,34.7720915833333,א ל מ,שד טוביהו דו 125/307,מכשירי חשמל ואלקטרונ,"[{""contents"": ""א.ל.מ. רשת חשמל ואלק"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201900042.jpg""}, {""contents"": ""א.ל.מ רשת חשמל ואלק"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901980.jpg""}, {""contents"": ""א.ל.מ.12X"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901994.jpg""}, {""contents"": ""א.ל.מ"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902027.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901986.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901987.jpg""}]"
31.2415410277778,34.8120157777778,א ל מ,שדרת חיל הנד 3/2,אלקטרוניקה ומחשב/טלפוניה וכבל,"[{""contents"": ""א.ל.מ"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910767.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910768.jpg""}, {""contents"": ""א ל מ רשת חשמל"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910785.jpg""}]"
31.2509968888889,34.8214946944444,א ל שירותי רכב,סדנא 7,מוסך,"[{""contents"": ""מאיר א ל שרותי רכב"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912559.jpg""}, {""contents"": ""א ל"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912558.jpg""}, {""contents"": ""הונדה (לעז)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912549.jpg""}, {""contents"": ""הונדה א ל שרותי רכב"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912550.jpg""}, {""contents"": ""הונדה א ל שרותי רכב"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912554.jpg""}]"
31.2450116944444,34.8096444166667,א פ אלומיניום,יוסי הבורסקא 853/205,ייצור ומכירה אלומיניום/מתכות,"[{""contents"": ""א פ אלומיניום"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201913062.jpg""}]"
31.2381578888889,34.7951634444444,א פ חלפי העיר,דרך חברון 7,שונות,"[{""contents"": ""קסטרול"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908875.jpg""}]"
31.2380872222222,34.7925661388889,א ר ברקוביץ,בית אשל 30/32,משרדים כללי למעט בנקים,"[{""contents"": ""ניסקו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201936246.jpg""}, {""contents"": ""א.ר. ברקוביץ"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201936244.jpg""}]"
31.2378333333333,34.7856123333333,א ר צ בכר,כפר הדרום 42,"צבעים ודבקים,סיד-מ.ל","[{""contents"": ""טמבור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201939391.jpg""}, {""contents"": ""טמבור א ר צ בכר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201939390.jpg""}]"
31.2187503055556,34.8036370833333,א ש אודיו,תוצרת הארץ 3/32,מעבדות,"[{""contents"": ""א.ש אודיו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201919454.jpg""}, {""contents"": ""א.ש אודיו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201919455.jpg""}]"
31.2240721388889,34.8081161388889,א ש ברזל בעמ,הבדיל 30/1,מסגריה,"[{""contents"": ""א ש ברזל"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201915537.jpg""}, {""contents"": ""א ש ברזל בעמ"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201915615.jpg""}]"
31.2418753888889,34.7884056944444,א ת אלקטרוניקה,קרן קיימת לי 199/5,מכשירי חשמל ואלקטרונ,"[{""contents"": ""א ת אלקטרוניקה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201935590.jpg""}]"
,,"א""ב קוקה -מגיע לך עץ",יוסי הבורסקא 8ב,ייצור רהיטים,[]
31.2472006944444,34.8006694444444,א.א אורטופדיה,סולד הנריאטה 4,ביגוד והנעלה,"[{""contents"": ""א.א אורטופדיה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908418.jpg""}, {""contents"": ""בריאות כללית מכבי לאומית מאוחדת"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908422.jpg""}, {""contents"": ""הנעלה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908423.jpg""}, {""contents"": ""מדרסים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908424.jpg""}, {""contents"": ""אביזרים אורטופדיים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908426.jpg""}, {""contents"": ""אביזרים אורטופדיים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908435.jpg""}, {""contents"": ""אביזרים אורטופדיים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908439.jpg""}]"
0,0,א.ב. ביטוחים,החלוץ 111/101,משרדים כללי למעט בנקים,"[{""contents"": ""א.ב. ביטוחים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937666.jpg""}]"
,,"א.ג.הידרומכניקה בע""מ",פנחס החוצב 1/2,מתכת עיבודה וציוד מכ,[]
31.2402296388889,34.7926365555556,א.ח.א הפצה,טרומפלדור 78,מחסן אחסנה רגילה,"[{""contents"": ""א.ח.א הפצה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201940177.jpg""}, {""contents"": ""א.ח.א הפצה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201940178.jpg""}, {""contents"": ""א.ח.א הפצה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201940179.jpg""}, {""contents"": ""א.ח.א הפצה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201940180.jpg""}, {""contents"": ""א.ח.א הפצה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937599.jpg""}, {""contents"": ""א.ח.א הפצה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937600.jpg""}]"
31.2412618611111,34.7924793611111,א.ח.ס.ן,מורדי הגטאות 141/2,חברת הסעות,"[{""contents"": ""א.ח.ס.ן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937635.jpg""}]"
31.2412492222222,34.7924621944444,א.י. גלים,מורדי הגטאות 141/3,מכון כושר,"[{""contents"": ""א.י. גלים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937640.jpg""}]"
31.2217594444444,34.8175072777778,א.י.ל. סטיל,שחף 5,מסגריה,"[{""contents"": ""א.י.ל. סטיל"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917776.jpg""}]"
,,"א.מ. טכנולוגיות בע""מ","הגנן ,עמק שר 16",מתכת - עיבודה,[]
,,א.ע. הדר מתכת,הבדיל 34/6,מסגריה,[]
31.2380995277778,34.79502275,אבו חמאד איוב,דרך חברון 7/1ב,משרדים כללי למעט בנקים,"[{""contents"": ""הפניקס הישראלי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908868.jpg""}]"
31.2487431944444,34.8110826388889,אבו כף שטיפת רכב,יצחק נפחא 6,רחיצת מכוניות,"[{""contents"": ""אבו כף שטיפת רכב"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201913442.jpg""}, {""contents"": ""אבו כף שטיפת רכב"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201913443.jpg""}]"
31.2393935555556,34.7911505833333,אבו עסא יונס,העצמאות 36/23,,"[{""contents"": ""עורך דין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201938174.jpg""}, {""contents"": ""עורך דין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201938176.jpg""}, {""contents"": ""עורך דין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201938171.jpg""}]"
31.2435855555556,34.7992537222222,אבו שקרה אחמד,בן צבי יצחק 12/9 ק,מרפאות פרטיות,"[{""contents"": ""מרפאת שיניים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905291.jpg""}, {""contents"": ""מרפאת שיניים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905264.jpg""}]"
31.2419351111111,34.8120713055556,אבי סופר,שדרת חיל הנד 2/4,מכשירי חשמל ואלקטרונ,"[{""contents"": ""אבי סופר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910739.jpg""}]"
31.2232921388889,34.8008711388889,אבי קדוש,קרית יהודית 391/4,מפעל לייצור אחר שאינו מזון,"[{""contents"": ""אבי קדוש"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201919299.jpg""}, {""contents"": ""אבי קדוש"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201919589.jpg""}, {""contents"": ""אבי קדוש"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201919261.jpg""}, {""contents"": ""אבי קדוש"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201919262.jpg""}, {""contents"": ""אק"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201919263.jpg""}]"
31.2386829166667,34.7916925555556,אביטן,קרן קיימת לי 58,מכשירי חשמל ואלקטרונ,"[{""contents"": ""אביטן מרכז האנטנות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201938074.jpg""}]"
31.2294065833333,34.7983826944444,אביסרור משה ובניו,אלה 14,,"[{""contents"": ""נפתחה המכירה נאות הדרים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201931819.jpg""}, {""contents"": ""לראשונה בב\""ש"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201931821.jpg""}, {""contents"": ""משרד מכירות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201931829.jpg""}, {""contents"": ""אביסרור בנאות הדרים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201931832.jpg""}, {""contents"": ""אביסרור משה ובניו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201931833.jpg""}, {""contents"": ""אביסרור בנאות הדרים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201931836.jpg""}, {""contents"": ""אביסרור בנאות הדרים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201931837.jpg""}]"
31.2552563333333,34.7980575555556,אביסרור משה ובניו,באר שבע 110,,"[{""contents"": ""לובי משרדים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925363.jpg""}, {""contents"": ""לובי משרדים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925377.jpg""}, {""contents"": ""לובי משרדים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925386.jpg""}, {""contents"": ""2 פנטהאוזים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925403.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925576.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925359.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925361.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925373.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925382.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925374.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925381.jpg""}, {""contents"": ""להשכרה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925400.jpg""}, {""contents"": ""להשכרה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925404.jpg""}, {""contents"": ""אביסרור משה ובניו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925375.jpg""}, {""contents"": ""להשכרה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925405.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925413.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925416.jpg""}, {""contents"": ""לובי משרדים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925430.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925417.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925421.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925422.jpg""}, {""contents"": ""לובי משרדים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925420.jpg""}, {""contents"": ""לובי משרדים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925444.jpg""}, {""contents"": ""מגדלי אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925437.jpg""}, {""contents"": ""להשכרה אביסרור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201908306.jpg""}, {""contents"": ""להשכרה שטחי מסחר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925344.jpg""}]"
31.2441235833333,34.7981993888889,אביסרור משה ובניו,בן צבי יצחק 7/701ז,משרדים כללי למעט בנקים,"[{""contents"": ""אביסרור משה ובניו בע"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905340.jpg""}, {""contents"": ""אביסרור משה ובניו בע"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905347.jpg""}, {""contents"": ""אביסרור משה ובניו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905348.jpg""}, {""contents"": ""אביסרור בונים באהבה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905349.jpg""}, {""contents"": ""אביסרור משה ובניו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905350.jpg""}, {""contents"": ""אביסרור משה ובניו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905320.jpg""}]"
31.2539308888889,34.7984866388889,אביסרור משה ובניו,בן צבי יצחק 7/702ז,משרדים כללי למעט בנקים,"[{""contents"": ""משרד מכירות אזורי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925450.jpg""}, {""contents"": ""אביסרור משה ובניו3X"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925442.jpg""}, {""contents"": ""אביסרור משה ובניו4X"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925456.jpg""}, {""contents"": ""משרד מכירות אזורי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201925451.jpg""}]"
,,אביסרור משה,שד רגר יצחק 57/100,חניון תת קרקעי,[]
31.2248026111111,34.8103663055556,אביעם המרכז לחומרי ב,הבדיל 23,חנות מכירת חומרי בניין,"[{""contents"": ""אביעם"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916461.jpg""}, {""contents"": ""נירלט אביעם"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916050.jpg""}, {""contents"": ""אביעם"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916077.jpg""}, {""contents"": ""אביעם"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916078.jpg""}]"
31.2425516666667,34.7914029166667,אביעם סוכנות לביטוח,"רמב""ם 29/2ב",,"[{""contents"": ""אביעם סוכנות לביטוח"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937780.jpg""}, {""contents"": ""אביעם סוכנות לביטוח"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937779.jpg""}, {""contents"": ""אביעם סוכנות לביטוח"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937781.jpg""}]"
31.249272,34.7826686944444,אביתר דיין,חגלה 25/2,מספרה,"[{""contents"": ""אביתר דיין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201928323.jpg""}]"
